,STU_ID,X2SEX,X2RACE,X2SESQ5,X2TXMQUINT,X2MTHID,X2MTHUTI,X2MTHEFF,X2MTHINT_R
13914,31578,2,6,4,3,-1.54,-0.5,-2.5,-1.89
13915,31579,2,8,2,4,-1.54,-1.34,0.11,-0.3
13916,31581,2,8,3,1,0.7,-0.5,0.43,0.71
13917,31582,1,8,4,5,0.7,1.21,1.52,1.35
13918,31585,2,8,5,2,0.12,0.8,0.11,0.96
13919,31586,2,8,4,1,-1.54,-0.5,-1.68,-1.89
13920,31589,2,5,1,4,-0.42,0.13,-1.3,-0.35
13921,31590,1,6,5,5,1.82,1.21,0.11,0.57
13922,31591,1,2,3,5,1.24,0.16,0.93,1.78
13923,31592,1,8,3,2,-1.54,-0.92,-0.09,-0.99
13924,31593,2,6,1,4,0.7,-0.92,0.32,0.06
13925,31594,2,8,2,4,-0.42,1.21,0.11,-0.2
13926,31596,1,8,1,5,-0.42,-0.5,-0.5,-0.85
13927,31597,2,8,3,5,-0.42,1.21,1.14,0.17
13928,31598,2,5,2,1,-0.42,-0.5,0.32,-0.21
13929,31600,2,8,5,5,0.7,1.21,-0.94,-0.18
13930,31601,1,8,5,1,-0.42,-0.92,-1.09,-0.2
13931,31603,1,2,5,3,0.7,-0.5,0.18,0.73
13932,31604,1,2,5,5,0.7,0.8,-0.03,-0.21
13933,31605,1,8,3,5,0.16,-1.17,0.11,0.19
13934,31606,1,2,4,5,1.24,1.21,1.73,1.38
13935,31607,2,8,2,3,-1.54,-2.25,-1.3,-1.25
13936,31609,1,5,2,1,-0.42,-0.5,0.32,-0.2
13937,31611,1,8,2,1,0.12,-0.06,0.85,0.88
13938,31612,2,6,3,4,0.16,-0.5,1.17,0.19
13939,31613,2,5,3,5,0.16,-0.5,1.73,0.19
13940,31614,1,8,1,1,-0.42,1.21,-1.09,-0.2
13941,31615,1,5,4,4,0.12,-0.5,0.11,0.71
13942,31616,1,3,5,5,0.7,1.21,0.06,0.34
13943,31618,1,8,3,4,1.82,0.8,1.17,1.77
13944,31619,2,8,5,5,0.7,-0.5,1.73,-0.48
13945,31620,2,8,4,5,-1.54,0.13,-0.56,-0.6
13946,31621,1,5,4,3,0.66,1.21,1.34,1.77
13947,31623,1,8,5,5,-1.54,1.21,0.71,1.23
13948,31624,1,8,4,3,0.7,1.21,0.67,0.96
13949,31627,1,3,1,2,-0.96,1.21,0.11,-0.6
13950,31628,1,8,2,4,-0.42,0.13,0.32,0.19
13951,31629,1,8,5,3,-0.42,-1.17,1.06,1.23
13952,31630,1,3,3,4,-0.42,-0.5,0.11,-0.6
13953,31631,2,8,2,3,0.12,-0.5,-0.7,-0.6
13954,31632,1,2,2,4,-0.42,1.21,-0.27,0.71
13955,31633,1,3,5,4,-0.96,0.13,0.11,-0.6
13956,31634,1,8,5,5,0.7,1.21,1.52,0.96
13957,31635,1,8,4,5,1.82,1.21,0.32,0.73
13958,31636,2,5,2,4,-0.42,-0.5,-1.09,-0.21
13959,31637,2,6,5,5,1.82,1.21,0.11,0.73
13960,31638,2,8,5,3,0.12,1.21,0.32,0.71
13961,31642,2,2,3,3,0.7,-0.5,-1.09,-1.0
13962,31643,2,5,3,2,-0.42,-0.5,-1.09,-0.2
13963,31645,1,6,4,4,0.7,1.21,0.32,0.71
13964,31646,2,8,5,4,0.16,0.8,-0.74,0.96
13965,31647,2,5,1,1,1.82,1.21,0.32,0.73
13966,31649,1,5,3,4,1.24,1.21,0.79,0.31
13967,31651,2,8,3,4,0.16,0.13,0.32,-1.25
13968,31652,2,8,4,1,0.7,-0.5,0.32,1.13
13969,31653,2,5,1,1,-0.42,-0.5,-0.7,0.19
13970,31654,2,8,3,5,0.7,-0.09,0.32,-0.22
13971,31655,2,8,3,2,0.7,-0.5,0.32,0.71
13972,31656,1,5,1,4,0.7,-0.5,0.32,-0.85
13973,31658,1,5,4,4,-1.54,-1.58,0.11,-0.6
13974,31661,2,5,3,5,0.7,-0.5,1.73,0.04
13975,31662,1,3,4,5,0.16,-0.5,-0.35,0.19
13976,31663,1,8,2,3,-1.54,1.21,0.11,-0.6
13977,31664,2,8,5,5,0.7,1.21,0.32,0.56
13978,31665,1,8,5,5,0.7,0.8,0.32,-0.6
13979,31667,1,3,5,3,0.7,0.58,1.32,1.77
13980,31668,2,8,4,3,-0.42,-0.5,0.11,-0.85
13981,31670,2,8,3,1,-0.37,0.8,0.11,0.19
13982,31673,1,6,1,2,0.16,-0.5,0.11,-0.59
13983,31674,1,8,5,5,0.12,0.13,0.11,0.21
13984,31678,1,3,4,3,0.7,0.8,0.11,-1.25
13985,31679,2,8,4,3,-0.42,1.21,1.73,-1.89
13986,31682,1,8,5,4,1.82,1.21,1.73,1.35
13987,31684,1,8,5,4,-0.42,-0.92,1.17,-0.85
13988,31685,1,8,4,2,-1.54,-1.8,-1.09,-0.6
13989,31686,1,8,5,4,0.16,-0.92,-0.7,-0.2
13990,31687,1,8,3,2,0.7,-0.7,0.32,-0.85
13991,31688,1,3,1,5,1.82,1.21,1.73,1.1
13992,31691,1,2,4,5,0.7,0.8,1.52,0.96
13993,31695,1,8,5,5,-0.42,-0.5,0.32,-0.08
13994,31696,1,5,3,4,-0.42,0.13,0.11,-0.6
13995,31698,2,8,4,5,1.82,0.16,1.17,1.78
13996,31699,2,3,3,3,0.16,1.21,0.32,0.19
13997,31700,1,8,4,4,1.28,1.21,0.53,0.19
13998,31701,1,8,5,3,1.82,1.21,1.73,0.96
13999,31702,1,8,4,4,-0.42,-0.5,0.71,0.59
14000,31703,1,5,1,5,1.24,1.21,1.06,2.17
14001,31704,1,2,4,4,0.7,0.8,-0.24,-0.6
14002,31705,1,8,5,5,0.7,0.13,0.32,1.38
14003,31706,2,8,2,3,-0.42,-0.5,1.73,0.83
14004,31708,1,8,5,5,1.24,1.21,-0.06,0.33
14005,31709,2,8,5,3,0.7,1.21,0.32,2.17
14006,31710,2,8,2,4,-1.54,1.21,-1.17,-1.89
14007,31712,1,8,3,4,0.7,0.8,1.06,0.96
14008,31714,2,6,5,5,-1.54,-1.14,-2.03,-1.39
14009,31715,1,2,2,1,-1.54,-0.68,0.32,-0.85
14010,31716,1,8,5,5,1.82,1.21,1.52,2.17
14011,31717,2,3,2,1,1.24,1.21,0.32,1.78
14012,31721,2,8,3,5,1.82,1.21,1.73,1.35
14013,31722,1,8,4,4,0.16,0.13,0.91,1.1
14014,31723,1,6,3,1,0.21,0.38,0.32,-1.0
14015,31724,2,8,5,5,-1.54,1.21,-2.15,-1.89
14016,31725,2,8,5,4,-0.42,-0.5,0.32,-0.6
14017,31730,1,8,4,3,0.7,1.21,-0.03,1.13
14018,31731,2,8,3,4,0.7,1.21,0.32,0.56
14019,31733,1,8,2,1,-0.96,-0.92,0.11,-0.6
14020,31734,1,3,3,1,-0.42,-0.53,-1.09,-0.85
14021,31736,2,3,4,1,-1.54,-1.17,0.29,0.44
14022,31737,2,6,3,3,0.7,0.13,0.85,0.05
14023,31739,2,8,2,5,0.7,-0.92,-0.09,-1.64
14024,31740,2,5,5,5,-0.42,-0.53,0.11,-0.6
14025,31741,1,8,2,1,-0.42,0.13,-1.09,-0.2
14026,31744,1,5,1,4,-0.42,1.21,-0.7,-0.6
14027,31745,2,5,4,4,0.16,-0.5,0.32,0.19
14028,31746,2,8,5,2,0.7,-0.92,0.71,-0.85
14029,31747,2,8,4,3,-0.42,-0.92,-1.65,-0.99
14030,31748,1,6,5,5,0.7,-0.5,0.32,1.75
14031,31749,1,8,2,3,0.7,-0.5,0.32,-0.21
14032,31750,1,2,5,5,1.82,1.21,0.32,1.38
14033,31751,2,8,4,3,1.24,-0.09,-1.27,0.71
14034,31752,2,8,4,2,-0.42,1.21,-0.24,-0.2
14035,31753,2,3,1,2,-1.54,1.21,1.52,-1.0
14036,31754,2,8,3,3,-0.42,-0.5,-0.35,-0.85
14037,31755,2,5,2,3,-0.96,-0.5,-1.09,-0.6
14038,31756,2,2,5,5,0.7,-0.5,0.32,-0.21
14039,31757,2,8,4,3,-0.42,0.13,-0.09,-0.2
14040,31758,1,6,4,2,0.7,0.13,0.32,0.19
14041,31759,1,3,3,2,0.7,1.21,0.32,1.36
14042,31760,1,8,4,2,-0.42,0.55,0.32,-0.6
14043,31761,1,5,1,1,1.82,1.21,0.32,0.61
14044,31762,2,8,4,3,-1.54,-0.7,-1.3,-1.89
14045,31763,2,5,3,5,-0.42,0.13,-0.32,1.5
14046,31765,2,5,2,1,-1.54,-2.22,-1.09,-0.6
14047,31766,1,8,4,5,1.82,1.21,1.73,1.75
14048,31770,1,5,2,4,-1.54,-1.17,-0.7,0.58
14049,31771,1,8,4,4,0.7,-0.5,0.32,0.19
14050,31773,2,6,4,4,-0.37,1.21,-1.3,-0.75
14051,31776,2,8,4,5,0.7,-0.92,0.71,0.05
14052,31778,2,8,3,3,-1.54,-0.5,-0.44,-0.6
14053,31780,1,3,1,2,-0.42,-1.58,0.32,-0.46
14054,31781,1,8,2,2,0.16,-0.5,-2.11,-1.39
14055,31782,2,2,5,5,-0.96,-2.22,-1.76,-1.24
14056,31783,2,2,5,5,0.12,1.21,0.11,-0.2
14057,31784,2,5,4,1,-0.42,-0.09,0.32,-0.35
14058,31785,2,8,5,4,0.16,-0.5,-0.74,0.71
14059,31787,2,3,5,4,-1.54,-0.5,-0.91,-1.14
14060,31788,1,8,5,4,-0.42,-0.5,-0.91,-0.2
14061,31789,1,7,3,2,0.16,-0.5,0.32,1.75
14062,31792,2,8,4,4,-0.42,1.21,0.32,0.05
14063,31797,2,8,3,5,1.28,0.8,0.5,2.17
14064,31798,1,8,5,5,0.7,-1.36,1.73,1.23
14065,31799,2,8,4,4,0.7,-1.58,0.32,1.36
14066,31800,1,8,1,2,-0.42,-0.5,-1.09,-0.21
14067,31801,2,3,2,4,0.16,1.21,1.06,1.75
14068,31803,1,8,5,4,-1.54,-1.17,-1.76,-1.64
14069,31805,1,2,4,5,-0.37,-0.92,1.73,-1.0
14070,31806,2,2,5,5,1.28,-0.5,0.11,0.31
14071,31809,1,8,5,5,-1.54,-1.58,-1.33,-1.64
14072,31812,2,2,5,4,1.24,-0.5,1.73,1.1
14073,31813,2,8,4,5,0.16,0.13,0.32,-0.21
14074,31814,2,3,5,2,-1.54,1.21,0.29,0.19
14075,31816,1,5,3,2,-0.96,0.8,0.32,-1.0
14076,31817,1,8,3,1,-1.54,-0.5,-0.03,-1.24
14077,31819,2,5,1,4,-0.42,1.21,0.67,0.44
14078,31820,1,8,4,5,1.24,1.21,0.32,0.61
14079,31821,1,8,3,4,0.7,0.13,0.71,-0.21
14080,31823,2,2,2,2,-0.42,-0.09,-1.09,-1.25
14081,31825,1,8,4,4,-0.37,1.21,0.11,-1.64
14082,31829,2,8,5,4,-0.42,-0.5,0.11,0.58
14083,31831,1,3,4,4,1.82,1.21,1.52,2.17
14084,31833,1,3,5,5,1.24,1.21,1.73,1.52
14085,31834,1,3,5,4,-0.42,-1.17,0.11,-0.6
14086,31835,1,3,2,1,-1.54,-1.83,-2.5,-1.89
14087,31836,2,8,3,2,-1.54,-0.5,-2.5,-1.39
14088,31837,2,8,5,3,-0.96,-1.17,-1.09,-0.85
14089,31838,2,5,2,3,-1.54,-0.5,0.61,-0.99
14090,31839,1,8,2,3,-1.54,-0.92,-1.09,-1.24
14091,31841,2,3,5,3,0.7,-0.5,0.32,0.73
14092,31842,1,8,4,2,-0.96,0.13,1.73,-1.1
14093,31844,2,8,3,4,-1.54,-0.5,-1.09,-0.85
14094,31845,2,8,4,4,0.7,-0.5,0.11,-0.2
14095,31847,1,8,2,3,-1.54,-0.5,-0.56,-0.74
14096,31848,1,5,4,2,0.7,0.8,0.11,0.96
14097,31849,2,3,2,4,-1.54,-2.25,-0.09,-1.1
14098,31851,2,8,5,5,0.16,-1.58,-2.15,-1.24
14099,31853,2,5,3,5,1.82,1.21,0.11,1.35
14100,31854,2,8,5,5,0.16,-0.92,1.52,-0.2
14101,31857,2,8,5,3,0.16,-0.92,-1.3,-1.64
14102,31858,2,8,5,4,-1.54,0.8,-1.02,-0.99
14103,31860,1,8,5,3,0.7,1.21,1.38,-1.14
14104,31862,1,8,4,5,1.28,0.55,0.47,0.56
14105,31863,2,3,2,1,-1.54,-0.5,0.11,-0.59
14106,31864,2,8,3,2,-1.54,-2.0,-2.5,-1.89
14107,31866,2,7,5,5,0.7,1.21,0.11,1.36
14108,31870,2,3,5,4,-1.54,-0.5,0.11,-1.39
14109,31871,2,8,2,1,-0.42,-0.5,-1.09,-0.2
14110,31873,1,8,5,2,-1.54,-0.92,-0.83,-0.6
14111,31874,2,8,1,1,0.16,-0.92,0.11,0.19
14112,31875,2,8,2,5,0.12,-0.5,1.32,0.96
14113,31881,2,8,3,3,-0.42,-0.5,-0.15,0.19
14114,31884,2,2,3,5,-0.37,-0.95,0.32,-0.59
14115,31885,1,8,4,1,-0.42,-0.5,0.32,0.06
14116,31887,1,8,5,3,-1.54,-2.0,-2.5,-1.89
14117,31889,2,8,5,5,1.28,0.55,-1.76,-0.08
14118,31890,1,8,4,5,1.82,1.21,1.73,-0.33
14119,31892,2,3,1,2,-0.42,-0.5,-0.15,-0.45
14120,31895,2,8,2,4,1.82,1.21,0.32,1.0
14121,31896,2,2,5,5,0.12,1.21,-1.65,0.44
14122,31898,1,8,5,2,0.16,0.8,1.52,-0.21
14123,31900,2,6,1,2,-0.42,-1.17,-1.09,-0.85
14124,31901,1,8,5,1,0.12,1.21,1.52,-0.06
14125,31904,1,5,3,2,0.7,0.58,0.5,-0.35
14126,31905,2,5,2,2,-0.42,-1.17,0.32,0.19
14127,31907,1,8,4,4,1.82,-3.94,-2.5,1.23
14128,31910,2,8,4,5,0.16,0.13,0.11,0.44
14129,31911,2,8,5,1,-1.54,-0.5,0.71,0.19
14130,31913,1,8,4,5,0.7,-0.5,0.11,0.19
14131,31916,2,8,2,3,-0.96,-0.92,-0.7,0.19
14132,31917,2,8,2,4,0.12,-1.17,0.47,-0.21
14133,31918,2,8,5,5,0.12,-0.5,-0.03,0.31
14134,31919,1,5,5,3,-0.96,-0.28,-1.44,-0.85
14135,31920,1,8,5,4,-1.54,-0.5,-0.7,-0.6
14136,31921,1,5,2,5,1.28,0.8,0.32,0.71
14137,31922,2,3,3,3,0.7,-0.5,0.32,0.19
14138,31923,2,5,2,2,-0.96,0.13,-0.56,-0.6
14139,31924,1,8,1,3,1.28,1.21,0.67,-0.48
14140,31925,2,8,5,1,-0.42,1.21,-2.5,0.05
14141,31926,2,8,4,5,-1.54,-1.83,-0.48,-0.85
14142,31927,1,8,4,4,-0.42,0.13,0.32,-1.39
14143,31929,2,5,2,3,-0.42,0.8,0.11,-0.6
14144,31930,2,8,4,4,-0.42,-0.5,-1.3,-0.6
14145,31932,1,3,5,3,0.7,1.21,1.06,0.96
14146,31933,1,5,3,3,-1.54,-0.92,-2.5,-0.6
14147,31934,2,5,3,1,1.24,1.21,0.71,2.17
14148,31936,2,3,5,4,0.7,-1.58,1.52,1.1
14149,31939,2,6,5,5,-0.42,-0.5,1.32,0.84
14150,31940,1,3,5,1,0.16,-2.22,-0.15,-0.34
14151,31941,1,8,3,3,-1.54,-0.92,0.32,-0.6
14152,31943,1,3,2,1,-1.54,0.8,-0.27,0.19
14153,31944,1,8,4,2,-1.54,-1.58,-1.3,-1.89
14154,31945,1,5,2,4,-0.42,0.8,0.32,0.84
14155,31946,1,2,4,3,-1.54,-0.5,-0.48,-0.99
14156,31949,1,8,2,5,0.16,0.8,1.17,0.05
14157,31950,1,8,5,3,-0.42,0.13,0.11,0.05
14158,31951,2,3,2,5,0.7,-0.92,0.32,-0.6
14159,31953,2,8,1,2,0.21,-0.5,-0.27,-0.6
14160,31955,2,8,5,4,0.7,0.13,1.38,-1.64
14161,31957,1,8,4,3,-0.42,-0.5,0.32,-0.46
14162,31958,1,5,5,3,-0.42,1.21,1.32,-0.74
14163,31959,1,3,4,2,0.7,-0.5,0.71,0.71
14164,31960,2,8,1,2,-0.96,0.8,-2.15,-1.89
14165,31962,1,8,4,4,-0.42,-0.92,0.11,-0.2
14166,31963,1,5,4,2,1.82,1.21,1.73,1.42
14167,31964,1,8,5,1,-0.42,-0.5,0.11,0.19
14168,31965,1,8,2,2,0.12,1.21,0.11,-1.1
14169,31966,1,8,3,1,0.7,1.21,0.32,0.19
14170,31967,1,2,3,2,0.16,-1.56,0.32,-0.6
14171,31968,2,8,2,4,0.16,-0.5,0.32,-0.08
14172,31969,1,5,1,1,-0.42,-0.5,-1.09,-0.2
14173,31970,2,1,3,5,-1.54,-2.66,-0.5,-1.25
14174,31972,2,8,4,4,0.7,-0.5,0.32,1.13
14175,31973,1,3,5,4,0.7,-1.17,0.32,0.32
14176,31974,2,8,2,5,0.16,-0.5,-0.44,-0.85
14177,31975,2,8,2,3,-1.54,0.13,-1.09,-0.85
14178,31977,1,8,3,3,-1.54,1.21,-0.35,-0.6
14179,31978,2,2,5,5,-0.42,-0.5,-1.65,-0.99
14180,31979,1,8,3,5,1.24,1.21,0.32,0.96
14181,31981,2,8,5,4,-0.42,-0.5,-1.09,-1.24
14182,31982,2,8,2,3,-1.54,-0.92,-2.5,-0.99
14183,31983,2,8,4,4,-0.96,-1.8,-1.09,-1.5
14184,31984,1,8,5,3,0.7,0.8,0.85,0.19
14185,31985,1,8,2,2,0.7,-0.92,0.11,-0.21
14186,31986,1,8,2,5,0.75,1.21,0.99,-1.39
14187,31988,2,5,2,3,-0.42,-0.5,-1.3,-1.89
14188,31989,1,8,4,5,1.82,0.8,0.32,0.59
14189,31990,2,8,2,4,0.16,0.8,0.32,0.44
14190,31991,1,2,4,5,1.82,-0.5,1.17,1.75
14191,31992,1,8,5,3,0.7,-1.17,1.32,-1.5
14192,31994,2,8,4,4,0.12,-0.5,0.32,0.19
14193,31995,1,8,4,3,0.7,-0.5,0.32,0.71
14194,31999,1,8,4,1,-0.42,1.21,0.32,0.19
14195,32000,2,3,1,1,-0.42,-0.5,1.11,-0.85
14196,32001,1,8,3,5,0.7,-0.5,1.73,2.17
14197,32002,1,6,5,3,-1.54,-0.28,-0.7,-0.6
14198,32005,1,1,3,2,-0.42,-0.5,-0.74,0.83
14199,32007,2,8,4,4,-1.54,-0.92,-2.15,-1.49
14200,32008,2,8,4,3,0.16,-0.5,-1.09,0.05
14201,32009,2,6,2,1,-1.54,-0.92,-1.09,-0.85
14202,32012,2,8,5,5,1.82,1.21,1.73,1.38
14203,32013,1,2,5,4,0.7,0.58,-0.35,0.19
14204,32014,2,8,4,2,-1.54,0.55,0.88,1.36
14205,32015,1,6,5,2,1.82,1.21,1.73,1.12
14206,32017,2,5,4,4,0.12,0.8,0.32,-0.2
14207,32019,2,5,2,4,0.7,1.21,1.52,-0.06
14208,32020,2,8,3,5,0.16,-3.3,-0.35,-0.33
14209,32021,1,8,4,1,0.7,1.21,0.35,-0.19
14210,32022,2,8,5,1,-0.42,-0.5,0.32,0.19
14211,32023,2,8,1,4,-1.54,-0.5,-0.09,-0.2
14212,32025,1,3,3,1,-1.54,-0.5,-1.09,-0.2
14213,32026,1,8,4,5,1.82,0.8,-0.06,-1.25
14214,32027,1,8,5,3,0.7,-0.5,1.73,-0.21
14215,32030,1,5,5,1,-0.42,1.21,-1.59,0.44
14216,32032,2,3,4,3,-1.54,1.21,-1.3,-1.89
14217,32034,1,3,2,2,-1.54,1.21,0.11,-0.85
14218,32035,2,8,1,4,1.82,0.8,0.32,1.38
14219,32036,2,8,1,3,0.7,1.21,-2.5,-1.37
14220,32038,2,3,1,3,-1.54,0.13,-1.0,-0.35
14221,32039,1,8,3,5,0.7,-0.5,1.73,0.88
14222,32041,1,8,3,1,0.16,-1.17,-0.15,-0.6
14223,32042,2,2,5,5,-0.42,-1.17,-2.11,-1.24
14224,32043,1,5,1,3,0.7,-0.5,0.32,-0.46
14225,32044,2,3,3,2,-0.42,1.21,-0.8,-0.99
14226,32045,2,3,4,2,0.16,1.21,0.67,0.84
14227,32047,1,6,4,5,1.28,1.21,0.32,1.13
14228,32049,1,8,2,3,-1.54,-2.66,-2.5,-1.89
14229,32051,2,8,1,4,-1.54,-1.19,-1.38,-1.89
14230,32053,2,8,3,5,-0.42,-0.5,-0.35,-0.6
14231,32055,2,2,4,5,0.16,1.21,0.11,1.36
14232,32056,2,8,3,3,-0.42,-1.58,-1.09,-0.99
14233,32057,1,3,4,3,0.7,-1.14,0.32,0.19
14234,32058,2,3,1,3,0.7,-0.92,-1.09,-1.39
14235,32060,1,2,4,4,-0.42,-0.5,-0.88,-0.2
14236,32064,2,5,3,4,1.82,1.21,0.14,0.06
14237,32065,1,8,2,3,0.7,1.21,0.32,0.71
14238,32066,1,6,3,2,0.7,0.8,0.32,-1.39
14239,32070,2,3,1,1,-0.42,0.8,1.32,0.05
14240,32071,2,3,5,3,-0.42,-0.5,0.11,-0.2
14241,32073,2,8,5,5,1.82,0.8,1.52,2.17
14242,32076,1,8,3,1,0.12,1.21,-2.15,-0.59
14243,32079,1,8,4,5,-0.42,1.21,0.32,0.19
14244,32080,2,8,3,3,-0.42,-0.92,-0.7,0.19
14245,32081,1,5,1,3,0.7,-0.5,0.32,0.19
14246,32083,2,8,2,4,-0.37,-0.5,-1.09,-1.0
14247,32084,2,5,2,4,-0.37,0.8,-0.35,-0.21
14248,32085,1,8,4,2,-0.42,-0.92,0.11,-0.6
14249,32086,2,8,4,5,0.7,1.21,0.32,1.38
14250,32087,1,8,1,2,-1.54,1.21,-1.09,-1.5
14251,32088,1,8,1,3,1.82,1.21,1.73,1.52
14252,32090,1,5,2,1,-1.54,-2.22,1.38,0.06
14253,32094,2,8,4,3,-0.42,-0.5,-1.3,-1.64
14254,32096,2,6,3,2,-0.42,-0.5,-0.94,-1.64
14255,32097,1,2,5,5,0.7,1.21,-0.03,1.26
14256,32098,2,2,3,4,0.7,1.21,0.32,0.96
14257,32099,2,6,4,3,-0.96,-0.5,-0.03,-0.21
14258,32100,2,8,5,4,-0.42,-0.5,0.32,-0.21
14259,32103,1,8,5,4,-0.42,1.21,0.11,0.44
14260,32104,2,2,1,5,0.12,1.21,0.67,1.75
14261,32105,2,8,5,5,1.24,0.8,0.32,0.44
14262,32107,1,8,5,5,0.12,-0.5,-0.74,-0.58
14263,32110,1,5,2,1,-0.96,-0.09,-0.06,0.88
14264,32111,1,5,4,1,-1.54,0.58,0.11,-1.5
14265,32113,2,8,4,4,-0.96,-1.17,-0.35,-0.21
14266,32114,1,5,2,4,-0.42,-0.5,0.11,-1.0
14267,32115,2,8,5,4,1.82,1.21,1.73,1.77
14268,32119,2,3,2,2,-1.54,0.8,-1.68,-1.39
14269,32120,1,8,4,5,-0.42,-2.02,-0.06,0.71
14270,32121,1,8,5,2,-1.54,1.21,0.11,-0.74
14271,32122,2,5,4,2,-0.42,1.21,-1.3,-0.99
14272,32123,2,8,2,3,-0.42,-0.5,0.32,0.19
14273,32125,1,8,3,4,0.7,-0.5,0.32,0.96
14274,32126,1,8,2,3,-1.54,-2.64,-2.5,-1.89
14275,32127,1,8,5,5,0.7,-0.5,0.32,0.19
14276,32132,2,3,1,2,0.16,-0.5,0.32,-0.85
14277,32133,2,5,4,3,-0.42,1.21,-0.15,0.44
14278,32134,2,6,3,4,0.12,-0.5,-0.15,0.19
14279,32135,2,8,4,4,1.24,1.21,0.32,0.73
14280,32136,2,5,4,4,1.28,0.8,0.32,0.44
14281,32137,2,8,3,2,-0.42,-0.5,0.32,-0.21
14282,32138,1,5,1,1,1.82,-0.5,0.32,0.06
14283,32139,1,2,5,3,0.12,1.21,0.32,0.19
14284,32141,2,8,4,3,-0.42,-0.5,-1.44,-1.64
14285,32142,1,6,1,1,-0.42,-0.5,-0.27,-0.6
14286,32143,1,8,5,3,-0.42,-0.5,0.11,-0.6
14287,32146,1,8,2,3,-0.42,-0.53,-0.15,0.19
14288,32148,1,8,5,5,0.12,-0.5,0.11,1.36
14289,32149,2,8,2,5,1.24,1.21,1.73,2.17
14290,32150,1,8,1,1,-0.42,-0.5,0.32,-0.85
14291,32153,2,8,2,1,1.24,-0.5,-1.59,0.73
14292,32154,2,3,2,1,-1.54,-0.5,-2.5,-1.89
14293,32155,2,8,5,3,-1.54,1.21,-0.09,-0.99
14294,32156,2,8,2,5,0.7,0.8,0.32,1.13
14295,32158,2,8,3,3,0.16,-1.17,0.32,-0.21
14296,32159,1,8,1,3,-0.96,-0.5,-0.42,-1.39
14297,32160,1,8,5,5,1.82,0.13,1.73,0.56
14298,32161,2,5,1,3,-0.42,1.21,0.11,0.59
14299,32162,2,3,4,5,0.7,-0.92,0.32,0.88
14300,32163,2,3,1,5,1.82,1.21,1.73,1.77
14301,32164,1,2,1,3,-0.42,1.21,-1.14,-1.25
14302,32166,2,3,1,2,-0.96,-0.5,-0.7,-0.2
14303,32167,1,6,2,3,0.12,0.8,0.32,0.19
14304,32168,2,8,2,4,0.75,-0.5,1.73,1.23
14305,32172,2,3,4,2,0.7,1.21,1.17,0.98
14306,32173,2,8,4,2,-0.42,0.55,0.32,0.71
14307,32174,2,8,2,4,-0.42,1.21,-0.35,-1.0
14308,32175,1,5,1,3,1.24,1.21,0.32,1.13
14309,32177,1,8,3,3,1.82,1.21,1.73,-0.3
14310,32178,1,5,1,2,-1.54,0.38,-0.24,-0.85
14311,32179,2,8,5,2,0.7,-3.28,-0.92,0.19
14312,32182,1,8,3,2,-1.54,-3.94,1.73,-0.71
14313,32183,2,6,4,5,1.82,1.21,1.52,2.17
14314,32186,1,3,1,2,-0.96,-1.17,-0.35,-0.6
14315,32187,1,3,5,2,1.82,0.8,0.32,1.78
14316,32188,2,8,5,4,0.7,1.21,0.32,0.96
14317,32192,1,2,4,5,0.16,0.13,0.32,-0.21
14318,32193,1,6,2,4,-1.54,-1.17,-1.3,-1.24
14319,32194,2,5,3,1,-1.54,-0.5,-0.32,-0.35
14320,32195,1,8,4,1,-1.54,-0.5,0.11,-1.1
14321,32196,2,2,5,4,-0.37,-0.5,-2.11,-1.39
14322,32197,2,2,5,5,0.16,0.8,0.11,-0.35
14323,32198,1,8,4,3,1.24,-0.5,0.32,1.13
14324,32201,1,6,5,3,1.82,1.21,1.73,1.35
14325,32202,2,5,4,3,-0.42,-0.5,0.32,1.1
14326,32203,1,2,4,3,-0.42,0.13,0.03,-0.99
14327,32205,1,8,4,1,-1.54,-0.53,-1.34,-1.89
14328,32209,1,8,4,2,-1.54,-1.58,-0.35,-0.85
14329,32210,1,5,1,5,-0.42,-0.5,-0.27,-0.45
14330,32211,2,8,5,2,-0.96,1.21,-0.15,0.84
14331,32212,2,8,4,2,-0.42,-1.17,0.11,-0.2
14332,32213,2,2,4,4,1.82,1.21,0.32,1.52
14333,32215,2,8,3,1,0.12,1.21,0.5,1.75
14334,32217,1,8,5,5,0.7,-0.5,0.32,1.13
14335,32221,1,8,2,5,0.16,0.55,0.11,-0.99
14336,32222,1,8,4,3,-0.42,-0.5,-1.09,-0.85
14337,32224,1,8,2,3,-1.54,-2.0,0.71,1.23
14338,32225,2,3,2,1,0.7,-0.5,0.32,0.61
14339,32226,1,8,4,5,0.75,0.8,1.26,-0.74
14340,32227,2,6,3,1,-1.54,0.55,-0.91,0.05
14341,32228,2,4,1,4,-0.96,-0.5,-0.35,-0.21
14342,32229,1,8,1,3,0.16,0.13,0.32,0.05
14343,32230,2,3,2,2,-0.96,1.21,1.17,-1.1
14344,32232,1,3,2,1,-0.42,-0.5,0.11,-0.6
14345,32233,2,8,2,4,-0.42,-0.92,-0.35,-0.6
14346,32234,1,6,4,4,0.7,-0.26,1.32,0.96
14347,32236,1,8,4,2,-0.42,-0.5,0.32,-0.21
14348,32240,1,8,1,5,1.82,0.8,0.32,1.38
14349,32241,1,5,4,3,0.12,-0.09,0.67,0.44
